StringId,X,Y,Z
45,11186.551,10811.881,1157.719
45,11205.168,10822.005,1159.539
45,11207.681,10853.139,1162.118
45,11204.872,10881.111,1164.894
45,11194.547,10905.047,1167.164
45,11169.248,10932.321,1170.727
45,11143.44,10964.695,1174.913
46,9953.171,10714.724,1084.685
46,9951.228,10674.79,1084.395
46,9939.501,10578.441,1094.203
46,9933.623,10512.328,1100.589
46,9939.691,10445.601,1107.596
46,9942.767,10419.276,1110.901
46,9947.297,10379.924,1111.86
46,9963.93705952237,10272.1745881781,1109.9712579815
46,9979.40977145692,10142.3838444456,1110.01850658492
46,9982.61,10053.966,1111.861
46,9985.013,9941.056,1112.063
47,9953.171,10714.724,1084.685
47,9954.582,10743.731,1084.896
48,9953.171,10714.724,1084.685
48,9983.229,10678.568,1084.194
48,9995.473,10629.673,1086.117
48,10023.702,10591.919,1085.407
48,10077.598,10562.021,1087.248
48,10129.844,10538.115,1088.0
48,10185.891,10528.921,1088.0
48,10243.35,10514.44,1082.166
48,10285.038,10498.99,1077.715
48,10342.196,10467.434,1071.551
48,10395.389,10424.179,1063.896
48,10407.953,10394.49,1060.396
48,10396.661,10354.025,1058.859
48,10391.315,10313.576,1057.746
48,10385.575,10273.372,1053.475
48,10389.049,10232.445,1049.603
48,10389.656,10192.506,1045.183
48,10393.489,10155.114,1041.259
48,10399.94,10112.577,1037.368
48,10423.384,10094.467,1033.575
48,10461.048,10075.781,1028.2
48,10489.655,10075.904,1025.037
48,10517.806,10081.965,1023.0
48,10511.123,10096.309,1023.041
48,10481.393,10104.404,1019.914
48,10465.217,10120.089,1018.0
49,10468.909,10166.81,1018.0
49,10465.217,10120.089,1018.0
49,10481.393,10104.404,1019.914
49,10511.123,10096.309,1023.041
49,10517.806,10081.965,1023.0
49,10489.655,10075.904,1025.037
49,10461.048,10075.781,1028.2
49,10423.384,10094.467,1033.575
49,10399.94,10112.577,1037.368
49,10393.489,10155.114,1041.259
49,10389.656,10192.506,1045.183
49,10389.049,10232.445,1049.603
49,10385.575,10273.372,1053.475
49,10391.315,10313.576,1057.746
49,10396.661,10354.025,1058.859
49,10407.953,10394.49,1060.396
49,10395.389,10424.179,1063.896
49,10342.196,10467.434,1071.551
49,10285.038,10498.99,1077.715
49,10243.35,10514.44,1082.166
49,10185.891,10528.921,1088.0
49,10129.844,10538.115,1088.0
49,10077.598,10562.021,1087.248
49,10023.702,10591.919,1085.407
49,9995.473,10629.673,1086.117
49,9983.229,10678.568,1084.194
50,10005.969582662,11096.699374996,1086.00443771735
50,10043.935,11110.293,1085.607
50,10073.542,11120.143,1086.882
50,10133.588,11110.19,1088.947
50,10219.306,11068.459,1094.208
50,10279.911,11042.095,1098.673
50,10322.923,11003.158,1103.408
50,10356.338,10959.448,1108.082
50,10352.305,10914.857,1110.028
50,10349.447,10868.233,1113.055
50,10343.354,10821.235,1112.664
50,10351.002,10771.123,1109.049
50,10364.428,10732.409,1108.247
50,10429.0896521156,10626.678766631,1102.92477778253
50,10475.749,10575.643,1098.0
51,10653.764,10317.058,1093.0
51,10656.274,10382.475,1093.0
51,10611.452,10433.921,1093.0
51,10564.4138543212,10486.3725227003,1097.99264274307
52,10653.764,10317.058,1093.0
52,10651.99,10270.815,1093.0
52,10650.101,10255.666,1093.0
53,10653.764,10317.058,1093.0
53,10628.64,10321.166,1093.0
53,10603.2,10345.22,1093.0
54,10588.3284440676,10363.3466775453,1092.97270345204
54,10603.2,10345.22,1093.0
54,10628.64,10321.166,1093.0
55,10536.929,10513.055,1098.0
55,10475.749,10575.643,1098.0
55,10429.0896521156,10626.678766631,1102.92477778253
55,10364.428,10732.409,1108.247
55,10351.002,10771.123,1109.049
55,10343.354,10821.235,1112.664
55,10349.447,10868.233,1113.055
55,10352.305,10914.857,1110.028
55,10356.338,10959.448,1108.082
55,10322.923,11003.158,1103.408
55,10279.911,11042.095,1098.673
55,10219.306,11068.459,1094.208
55,10133.588,11110.19,1088.947
55,10073.542,11120.143,1086.882
56,10536.929,10513.055,1098.0
56,10564.4138543212,10486.3725227003,1097.99264274307
56,10611.452,10433.921,1093.0
56,10656.274,10382.475,1093.0
57,10536.929,10513.055,1098.0
57,10520.464,10495.596,1098.0
57,10505.338,10483.798,1098.0
58,10474.4406714065,10515.0523692706,1097.99585790827
58,10505.338,10483.798,1098.0
58,10520.464,10495.596,1098.0
59,9772.577,10664.592,1081.09
59,9788.763,10685.074,1080.639
59,9833.878,10706.022,1080.841
59,9861.651,10719.147,1081.665
59,9888.523,10749.003,1082.738
59,9935.423,10771.601,1084.39
60,9788.763,10685.074,1080.639
60,9774.195,10698.5,1079.69
60,9750.174,10721.263,1078.852
60,9724.566,10730.686,1078.409
60,9695.65,10787.734,1076.326
60,9681.418,10869.698,1075.461
60,9668.082,10944.904,1074.14
60,9600.168,11006.9,1072.408
60,9498.324,11014.201,1069.623
60,9374.999,11024.684,1067.474
60,9313.492,11044.897,1065.508
61,9957.401,10770.354,1085.059
61,9954.582,10743.731,1084.896
62,9957.401,10770.354,1085.059
62,9969.289,10882.618,1085.748
63,9957.401,10770.354,1085.059
63,9935.423,10771.601,1084.39
63,9888.523,10749.003,1082.738
63,9861.651,10719.147,1081.665
63,9833.878,10706.022,1080.841
64,9997.651,9898.216,1112.189
64,10012.01,9849.54,1112.333
64,10033.989,9761.807,1112.509
65,9997.651,9898.216,1112.189
65,9985.013,9941.056,1112.063
65,9982.61,10053.966,1111.861
65,9979.40977145692,10142.3838444456,1110.01850658492
65,9963.93705952237,10272.1745881781,1109.9712579815
65,9947.297,10379.924,1111.86
65,9942.767,10419.276,1110.901
65,9939.691,10445.601,1107.596
65,9933.623,10512.328,1100.589
65,9939.501,10578.441,1094.203
65,9951.228,10674.79,1084.395
66,9997.651,9898.216,1112.189
66,9954.129,9886.133,1111.536
66,9930.044,9876.397,1108.482
66,9884.581,9867.631,1105.288
66,9861.829,9882.717,1103.59
66,9848.335,9906.687,1101.724
66,9837.648,9936.902,1099.806
66,9811.436,9955.931,1097.357
66,9774.044,9952.25,1095.055
66,9712.043,9940.202,1091.006
67,9997.651,9898.216,1112.189
67,10013.188,9915.902,1112.018
67,10056.9575823789,9944.75311502481,1110.07762105793
67,10077.2440014487,9960.38429322034,1106.96651897858
67,10105.385,9980.407,1105.197
67,10131.254,10002.43,1103.568
67,10159.3,10013.023,1101.88
67,10204.789,10019.453,1101.831
68,9640.532,9922.073,1087.883
68,9712.043,9940.202,1091.006
68,9774.044,9952.25,1095.055
68,9811.436,9955.931,1097.357
68,9837.648,9936.902,1099.806
68,9848.335,9906.687,1101.724
68,9861.829,9882.717,1103.59
68,9884.581,9867.631,1105.288
68,9930.044,9876.397,1108.482
68,9954.129,9886.133,1111.536
69,9640.532,9922.073,1087.883
69,9620.115,9879.066,1088.015
70,9640.532,9922.073,1087.883
70,9585.971,9903.323,1086.638
70,9508.221,9884.639,1085.318
70,9413.273,9864.186,1084.218
70,9338.288,9846.765,1083.298
70,9288.247,9843.995,1083.267
70,9251.919,9855.943,1083.061
71,11118.873,10986.172,1176.464
71,11082.799,10971.109,1179.384
71,11036.774,10949.564,1185.602
71,10990.258,10934.829,1191.488
71,10938.857,10916.621,1198.0
72,11118.873,10986.172,1176.464
72,11143.44,10964.695,1174.913
72,11169.248,10932.321,1170.727
72,11194.547,10905.047,1167.164
72,11204.872,10881.111,1164.894
72,11207.681,10853.139,1162.118
72,11205.168,10822.005,1159.539
72,11186.551,10811.881,1157.719
72,11146.091,10803.617,1152.431
72,11100.651,10801.75,1148.414
72,11080.142,10797.784,1146.818
72,11050.767,10781.021,1145.07
72,11036.424,10760.349,1144.044
72,10996.184,10739.829,1141.74
72,10958.834,10736.749,1139.948
72,10926.21,10729.53,1138.293
72,10899.855,10724.03,1135.913
72,10881.24,10691.923,1132.282
73,11118.873,10986.172,1176.464
73,11106.222,11002.649,1173.247
73,11096.439,11022.667,1167.891
73,11068.176,11045.045,1160.952
73,11041.2998103065,11057.96973277,1155.63565242102
73,11021.6490906756,11071.4144116098,1150.91474736844
73,11000.5268022688,11125.2062940255,1136.60982481729
73,10997.71,11179.037,1126.116
73,10991.521,11241.467,1115.35
73,10992.107,11290.81,1103.052
73,11003.228,11329.375,1100.038
73,11012.964,11363.127,1094.685
73,11021.835,11400.808,1092.021
73,11040.664,11438.388,1089.276
73,11067.401,11472.934,1086.386
73,11108.181,11550.187,1081.693
73,11133.8298135537,11615.7709873062,1077.5308937117
73,11140.938,11717.567,1070.437
73,11131.063,11835.244,1069.657
73,11172.552,11945.172,1064.214
73,11257.9,12007.201,1060.382
73,11312.37,12059.905,1058.48
73,11370.551,12119.946,1055.639
74,10933.126,10916.319,1198.337
74,10908.361,10915.015,1199.794
74,10865.726,10907.444,1207.451
74,10843.574,10915.971,1208.0
74,10821.097,10939.725,1208.0
75,10933.126,10916.319,1198.337
75,10938.857,10916.621,1198.0
75,10990.258,10934.829,1191.488
75,11036.774,10949.564,1185.602
75,11082.799,10971.109,1179.384
76,10933.126,10916.319,1198.337
76,10920.196,10928.531,1198.0
76,10899.575,10934.486,1198.0
76,10877.316,10941.617,1198.0
76,10862.409,10948.533,1197.537
76,10845.661,10962.741,1196.057
76,10842.172,10981.109,1194.027
76,10851.591,11001.794,1192.966
76,10858.968,11017.981,1193.147
76,10854.277,11038.734,1194.752
76,10845.502,11051.503,1195.813
76,10824.95,11062.517,1197.375
76,10814.432,11072.593,1198.433
76,10803.154,11083.559,1201.417
76,10790.177,11100.076,1204.708
76,10773.98,11119.177,1209.483
76,10758.835,11131.186,1213.393
76,10740.615,11139.389,1216.338
76,10717.21,11153.999,1221.627
76,10709.614,11158.868,1223.447
76,10688.308,11166.055,1227.986
76,10663.171,11167.987,1228.0
77,10620.302,11159.81,1228.0
77,10618.87,11180.841,1228.0
77,10584.094,11202.058,1228.0
77,10556.899,11256.991,1228.0
77,10539.361,11336.007,1228.0
77,10517.8,11369.683,1228.0
77,10523.371,11409.434,1228.0
77,10537.478,11454.248,1228.0
77,10539.203,11489.024,1228.0
77,10540.245,11526.754,1228.0
77,10508.021,11545.573,1228.0
77,10469.69,11553.481,1228.0
77,10484.703,11584.112,1228.0
77,10503.7419361931,11592.9139322436,1230.83416839495
77,10527.9284461486,11603.0215521281,1234.61410043972
77,10551.4133497578,11612.9790460811,1237.9952246666
77,10554.139,11637.03,1238.0
77,10521.739,11622.798,1241.074
77,10481.704,11609.683,1247.133
77,10467.194,11603.967,1248.0
77,10466.269,11623.884,1248.0
77,10477.256,11634.676,1250.073
77,10494.583,11646.679,1253.086
77,10516.634,11660.636,1256.811
77,10526.349,11675.29,1258.699
77,10538.04,11688.904,1261.176
77,10547.538,11708.599,1264.29
77,10552.577,11723.584,1266.606
77,10563.061,11742.847,1269.549
77,10576.405,11753.322,1271.437
77,10619.154,11773.616,1277.944
77,10637.476,11787.063,1278.0
77,10631.204,11808.215,1278.0
77,10613.645,11824.241,1278.0
77,10577.974,11827.252,1278.0
78,10620.302,11159.81,1228.0
78,10621.756,11138.452,1228.0
78,10614.183,11108.414,1228.0
78,10604.18,11081.443,1228.0
78,10623.707,11072.481,1227.445
78,10651.561,11064.872,1224.325
78,10679.288,11049.608,1220.843
78,10701.411,11037.655,1218.044
78,10730.42,11020.101,1214.302
78,10755.788,11004.473,1211.109
78,10776.566,10991.224,1208.424
79,10620.302,11159.81,1228.0
79,10663.171,11167.987,1228.0
79,10688.308,11166.055,1227.986
79,10709.614,11158.868,1223.447
79,10717.21,11153.999,1221.627
79,10740.615,11139.389,1216.338
79,10758.835,11131.186,1213.393
79,10773.98,11119.177,1209.483
79,10790.177,11100.076,1204.708
79,10803.154,11083.559,1201.417
79,10814.432,11072.593,1198.433
79,10824.95,11062.517,1197.375
79,10845.502,11051.503,1195.813
79,10854.277,11038.734,1194.752
79,10858.968,11017.981,1193.147
79,10851.591,11001.794,1192.966
79,10842.172,10981.109,1194.027
79,10845.661,10962.741,1196.057
79,10862.409,10948.533,1197.537
79,10877.316,10941.617,1198.0
79,10899.575,10934.486,1198.0
79,10920.196,10928.531,1198.0
80,10035.575,9756.585,1112.709
80,10057.303,9685.019,1115.452
80,10094.269,9582.578,1120.745
81,10035.575,9756.585,1112.709
81,10033.989,9761.807,1112.509
81,10012.01,9849.54,1112.333
82,10035.575,9756.585,1112.709
82,10027.146,9754.301,1112.446
