StringId,X,Y,Z
82,9933.551,9735.552,1109.779
82,9838.314,9719.994,1105.124
82,9713.27,9701.158,1099.48
82,9638.21682259226,9692.33170495694,1096.1176523076
83,10035.575,9756.585,1112.709
83,10067.333,9767.391,1112.827
83,10115.053,9785.123,1110.635
83,10149.509,9797.116,1109.257
83,10216.932,9811.92,1105.51
83,10292.765,9820.199,1104.31
84,9921.692,9058.791,1240.0
84,9878.941,9062.74,1240.0
84,9811.03787300877,9066.83105658493,1239.78206068399
84,9724.706,9084.289,1231.118
84,9647.488,9109.844,1223.358
84,9575.735,9130.836,1216.144
84,9498.698,9154.583,1208.409
84,9403.569,9181.46,1198.859
84,9338.438,9204.277,1192.3
84,9241.123,9211.21,1190.0
84,9240.869,9244.754,1190.0
84,9304.163,9245.239,1190.0
84,9356.151,9266.804,1185.455
84,9443.468,9295.634,1176.677
84,9523.654,9327.269,1168.629
84,9613.896,9349.091,1160.0
84,9727.228,9381.644,1152.073
84,9932.243,9449.715,1131.436
84,10037.71,9482.655,1120.818
85,9921.692,9058.791,1240.0
85,9954.869,9055.727,1240.0
85,10049.173,9065.551,1240.0
85,10097.662,9069.26,1239.995
85,10198.724,9089.836,1229.791
85,10262.376,9104.148,1223.403
85,10359.3,9129.574,1213.929
85,10420.529,9106.02,1208.587
85,10454.134,9059.791,1203.159
85,10474.258,8989.848,1196.984
85,10474.927,8918.999,1190.505
85,10482.844,8820.39,1190.0
85,10515.988,8902.806,1189.951
85,10554.078,9003.425,1184.612
85,10578.132,9076.266,1180.782
85,10610.105,9150.803,1173.739
85,10597.77,9225.926,1167.437
85,10558.467,9284.455,1161.006
85,10504.015,9328.581,1154.44
85,10426.621,9374.237,1145.759
85,10361.886,9423.54,1138.682
85,10259.087,9463.137,1128.297
85,10171.379,9486.803,1120.0
86,9921.692,9058.791,1240.0
86,9818.162,9025.8,1240.0
86,9701.397,8993.28,1249.725
86,9578.18236667301,8962.01195978275,1259.99349239216
86,9513.494516212,8957.19825264755,1259.99217130943
87,9656.952,11065.813,1088.8
87,9708.186,11056.52,1088.179
88,9656.952,11065.813,1088.8
88,9621.981,11072.157,1089.224
88,9555.52,11075.61,1087.686
88,9491.258,11082.413,1081.427
88,9426.888,11092.618,1074.871
88,9332.187,11094.733,1066.083
89,9656.952,11065.813,1088.8
89,9660.843,11105.412,1088.419
89,9673.744,11144.683,1088.323
89,9681.291,11173.13,1088.394
90,9699.246,11204.428,1088.601
90,9681.291,11173.13,1088.394
90,9673.744,11144.683,1088.323
90,9660.843,11105.412,1088.419
91,9699.246,11204.428,1088.601
91,9677.93143445702,11217.5996288768,1088.0402262044
92,9699.246,11204.428,1088.601
92,9712.244,11235.712,1088.498
92,9719.359,11263.076,1087.692
92,9751.473,11320.548,1086.589
92,9784.062,11337.006,1086.06
92,9813.232,11344.926,1085.781
93,8966.241,10863.576,1140.0
93,8932.797,10862.844,1140.0
93,8932.844,10768.524,1138.717
93,8930.969,10707.826,1132.408
93,8935.538,10634.126,1124.56
93,8937.951,10567.717,1117.602
93,8933.558,10505.642,1110.823
93,8928.775,10433.937,1102.86
93,8919.886,10365.105,1095.26
93,8917.866,10297.459,1087.732
93,8934.67,10233.253,1080.606
93,8954.754,10187.225,1073.183
93,8957.906,10116.975,1083.165
93,8948.903,10092.553,1083.24
94,10584.8,10745.819,1118.0
94,10559.055,10752.81,1118.0
94,10500.457,10716.724,1118.0
95,9747.808,11051.228,1088.017
95,9799.066,11044.381,1087.808
95,9883.461,11038.218,1087.268
95,9946.826,10989.8,1086.798
96,9747.808,11051.228,1088.017
96,9708.186,11056.52,1088.179
97,9747.808,11051.228,1088.017
97,9774.83,11084.105,1087.789
97,9801.981,11101.362,1087.731
97,9830.45,11123.551,1087.661
97,9863.953,11144.812,1087.537
97,9888.101,11153.88,1087.509
98,9845.857,11340.103,1087.031
98,9865.015,11340.349,1086.733
98,9893.984,11342.676,1087.393
98,9909.137,11320.774,1088.742
98,9918.768,11290.237,1088.917
98,9921.77,11232.751,1087.622
98,9919.378,11201.928,1088.109
98,9915.622,11182.384,1088.368
98,9906.944,11171.613,1088.18
99,9845.857,11340.103,1087.031
99,9813.232,11344.926,1085.781
99,9784.062,11337.006,1086.06
99,9751.473,11320.548,1086.589
99,9719.359,11263.076,1087.692
99,9712.244,11235.712,1088.498
100,9845.857,11340.103,1087.031
100,9854.211,11375.476,1085.288
100,9871.43,11409.823,1084.896
100,9916.796,11448.357,1082.792
100,9940.25,11482.215,1081.353
100,9969.554,11527.197,1079.557
100,9970.558,11577.249,1077.848
100,9943.008,11626.983,1073.934
100,9904.335,11649.614,1071.956
100,9853.79078415278,11687.7952717504,1068.42730466042
100,9808.324,11728.002,1065.168
100,9778.934,11771.052,1064.105
101,9935.828,11111.639,1087.885
101,9947.31535577915,11093.6576327444,1088.18943692793
101,9963.931,11064.73,1087.95
101,9991.666,11006.46,1087.537
101,9990.55,10963.521,1086.336
101,9984.056,10936.811,1086.156
102,9935.828,11111.639,1087.885
102,9923.897,11130.898,1087.87
103,9935.828,11111.639,1087.885
103,9952.56498838196,11134.4501924086,1087.37095455168
104,9963.59160434678,11150.6088486966,1086.99610130619
104,9952.56498838196,11134.4501924086,1087.37095455168
105,10043.935,11110.293,1085.607
105,10047.1384041961,11148.8516296031,1086.1299644517
105,10045.8915567654,11188.7186912316,1085.00161655028
106,10055.5208173683,11239.1183634672,1084.68779573525
106,10045.8915567654,11188.7186912316,1085.00161655028
106,10047.1384041961,11148.8516296031,1086.1299644517
107,10630.891,13151.112,1029.165
107,10499.147,13096.386,1035.288
107,10330.533,13027.076,1037.189
107,10206.038,13026.707,1039.617
107,10103.927,13040.85,1043.457
107,10013.12,12921.005,1044.681
107,10019.816,12853.864,1044.867
107,9970.291,12760.53,1047.85
107,9903.792,12671.997,1049.28
107,9870.512,12565.033,1050.313
107,9830.56,12470.888,1048.345
107,9844.076,12346.123,1048.135
107,9872.148,12256.992,1051.907
107,9915.545,12182.068,1055.233
107,9934.63,12105.08,1057.663
107,9890.893,12010.066,1057.84
107,9824.797,11949.523,1056.762
107,9760.143,11867.307,1060.135
108,10630.891,13151.112,1029.165
108,10656.268,13161.654,1027.986
108,10695.455,13164.122,1027.222
108,10730.725,13177.078,1026.399
108,10763.255,13194.678,1025.684
108,10801.218,13197.77,1025.706
108,10839.142,13183.828,1026.501
108,10870.076,13149.615,1027.744
108,10881.936,13127.108,1028.566
108,10948.121,13085.707,1029.136
108,11008.857,13051.546,1031.101
108,11042.118,13022.705,1031.72
108,11086.286,12977.321,1034.779
108,11125.697,12942.415,1035.469
108,11170.202,12897.767,1033.702
108,11198.818,12871.494,1032.64
108,11284.565,12802.284,1031.708
108,11308.873,12757.24,1033.528
108,11320.482,12629.081,1038.347
108,11338.34,12520.904,1041.726
108,11360.144,12420.595,1045.66
108,11375.001,12325.928,1048.743
108,11388.957,12246.76,1051.246
109,10630.891,13151.112,1029.165
109,10597.977,13205.064,1025.232
110,11414.868,12175.152,1052.292
110,11388.957,12246.76,1051.246
110,11375.001,12325.928,1048.743
110,11360.144,12420.595,1045.66
110,11338.34,12520.904,1041.726
110,11320.482,12629.081,1038.347
110,11308.873,12757.24,1033.528
110,11284.565,12802.284,1031.708
110,11198.818,12871.494,1032.64
110,11170.202,12897.767,1033.702
110,11125.697,12942.415,1035.469
110,11086.286,12977.321,1034.779
110,11042.118,13022.705,1031.72
110,11008.857,13051.546,1031.101
110,10948.121,13085.707,1029.136
110,10881.936,13127.108,1028.566
110,10870.076,13149.615,1027.744
110,10839.142,13183.828,1026.501
110,10801.218,13197.77,1025.706
110,10763.255,13194.678,1025.684
110,10730.725,13177.078,1026.399
110,10695.455,13164.122,1027.222
110,10656.268,13161.654,1027.986
111,11414.868,12175.152,1052.292
111,11370.551,12119.946,1055.639
111,11312.37,12059.905,1058.48
111,11257.9,12007.201,1060.382
111,11172.552,11945.172,1064.214
111,11131.063,11835.244,1069.657
111,11140.938,11717.567,1070.437
111,11133.8298135537,11615.7709873062,1077.5308937117
111,11108.181,11550.187,1081.693
111,11067.401,11472.934,1086.386
111,11040.664,11438.388,1089.276
111,11021.835,11400.808,1092.021
111,11012.964,11363.127,1094.685
111,11003.228,11329.375,1100.038
111,10992.107,11290.81,1103.052
111,10991.521,11241.467,1115.35
111,10997.71,11179.037,1126.116
111,11000.5268022688,11125.2062940255,1136.60982481729
111,11021.6490906756,11071.4144116098,1150.91474736844
111,11041.2998103065,11057.96973277,1155.63565242102
111,11068.176,11045.045,1160.952
111,11096.439,11022.667,1167.891
111,11106.222,11002.649,1173.247
112,11414.868,12175.152,1052.292
112,11448.109,12171.577,1051.79
112,11501.275,12162.594,1049.878
112,11570.547,12163.486,1047.06
113,9203.74715632139,9747.38411915119,1084.74644862513
113,9232.8630556926,9694.02625618314,1087.16567739542
113,9319.11976230443,9685.7343133029,1087.2114934995
113,9385.332,9681.087,1087.221
113,9508.769,9681.835,1089.562
113,9571.948,9687.98,1092.167
114,9203.74715632139,9747.38411915119,1084.74644862513
114,9171.902,9800.604,1083.809
115,9203.74715632139,9747.38411915119,1084.74644862513
115,9213.062,9804.021,1083.793
116,8931.692,10076.521,1083.281
116,8982.193,10014.663,1083.733
116,9055.429,9936.236,1084.555
116,9109.715,9877.564,1084.392
117,8931.692,10076.521,1083.281
117,8911.287,10101.515,1083.099
117,8855.293,10183.814,1082.563
117,8817.011,10257.35,1081.081
117,8797.186,10348.644,1080.233
117,8780.96,10461.998,1079.101
117,8767.765,10555.874,1077.979
117,8751.719,10645.981,1076.326
117,8734.772,10730.862,1074.114
117,8720.608,10819.937,1071.793
117,8697.52,10932.459,1068.86
117,8709.094,11023.621,1066.543
117,8752.27480514794,11078.9368237998,1066.60303266012
117,8842.04731082098,11097.6687940585,1065.80890277275
118,8931.692,10076.521,1083.281
118,8948.903,10092.553,1083.24
118,8957.906,10116.975,1083.165
118,8954.754,10187.225,1073.183
118,8934.67,10233.253,1080.606
118,8917.866,10297.459,1087.732
118,8919.886,10365.105,1095.26
118,8928.775,10433.937,1102.86
118,8933.558,10505.642,1110.823
118,8937.951,10567.717,1117.602
118,8935.538,10634.126,1124.56
118,8930.969,10707.826,1132.408
118,8932.844,10768.524,1138.717
118,8932.797,10862.844,1140.0
119,9136.69,9844.181,1084.139
119,9171.902,9800.604,1083.809
120,9136.69,9844.181,1084.139
120,9109.715,9877.564,1084.392
120,9055.429,9936.236,1084.555
120,8982.193,10014.663,1083.733
121,9136.69,9844.181,1084.139
121,9164.181,9849.319,1083.578
121,9184.173,9860.41,1083.412
121,9204.356,9871.607,1083.244
122,9218.531,9881.94,1083.385
122,9219.757,9899.41,1083.294
122,9221.549,9915.582,1083.196
122,9226.016,9955.897,1082.95
122,9230.773,10007.889,1081.426
122,9232.947,10050.874,1080.406
122,9202.886,10111.548,1079.439
122,9159.756,10165.103,1078.411
122,9118.469,10243.595,1077.49
122,9103.979,10327.888,1076.098
122,9107.814,10407.038,1074.67
122,9117.659,10479.017,1072.807
122,9125.41159809246,10560.4683921985,1072.90345128311
122,9139.004,10641.71,1070.347
122,9167.067,10706.405,1069.814
122,9214.611,10822.431,1068.057
122,9241.466,10888.447,1066.755
122,9251.174,10971.263,1065.657
123,9218.531,9881.94,1083.385
123,9213.062,9804.021,1083.793
124,9218.531,9881.94,1083.385
124,9204.356,9871.607,1083.244
124,9184.173,9860.41,1083.412
124,9164.181,9849.319,1083.578
125,9218.531,9881.94,1083.385
125,9251.919,9855.943,1083.061
125,9288.247,9843.995,1083.267
125,9338.288,9846.765,1083.298
125,9413.273,9864.186,1084.218
125,9508.221,9884.639,1085.318
125,9585.971,9903.323,1086.638
126,8905.24077796438,11113.3205658622,1065.5113408253
126,8842.04731082098,11097.6687940585,1065.80890277275
126,8752.27480514794,11078.9368237998,1066.60303266012
126,8709.094,11023.621,1066.543
126,8697.52,10932.459,1068.86
126,8720.608,10819.937,1071.793
126,8734.772,10730.862,1074.114
126,8751.719,10645.981,1076.326
126,8767.765,10555.874,1077.979
126,8780.96,10461.998,1079.101
126,8797.186,10348.644,1080.233
126,8817.011,10257.35,1081.081
126,8855.293,10183.814,1082.563
126,8911.287,10101.515,1083.099
127,8905.24077796438,11113.3205658622,1065.5113408253
127,8987.708,11120.737,1064.74
127,9083.866,11108.456,1064.548
127,9153.105,11107.122,1064.497
128,8905.24077796438,11113.3205658622,1065.5113408253
128,8901.34374307725,11216.5126165398,1063.91606180377
128,8904.532,11338.519,1060.689
128,8913.178,11436.967,1058.655
129,9771.964,11806.757,1062.632
129,9778.934,11771.052,1064.105
129,9808.324,11728.002,1065.168
129,9853.79078415278,11687.7952717504,1068.42730466042
129,9904.335,11649.614,1071.956
129,9943.008,11626.983,1073.934
129,9970.558,11577.249,1077.848
129,9969.554,11527.197,1079.557
129,9940.25,11482.215,1081.353
129,9916.796,11448.357,1082.792
129,9871.43,11409.823,1084.896
129,9854.211,11375.476,1085.288
130,9771.964,11806.757,1062.632
130,9760.143,11867.307,1060.135
130,9824.797,11949.523,1056.762
130,9890.893,12010.066,1057.84
130,9934.63,12105.08,1057.663
130,9915.545,12182.068,1055.233
130,9872.148,12256.992,1051.907
130,9844.076,12346.123,1048.135
130,9830.56,12470.888,1048.345
130,9870.512,12565.033,1050.313
130,9903.792,12671.997,1049.28
130,9970.291,12760.53,1047.85
130,10019.816,12853.864,1044.867
130,10013.12,12921.005,1044.681
130,10103.927,13040.85,1043.457
130,10206.038,13026.707,1039.617
130,10330.533,13027.076,1037.189
130,10499.147,13096.386,1035.288
131,9771.964,11806.757,1062.632
131,9728.133,11793.642,1062.392
131,9657.618,11782.036,1060.134
131,9580.01,11748.45,1058.156
132,10437.244,9854.233,1107.561
132,10407.129,9839.024,1107.256
133,10437.244,9854.233,1107.561
133,10480.704,9876.181,1108.0
133,10491.489,9881.534,1108.0
133,10566.34,9918.686,1108.0
134,10437.244,9854.233,1107.561
134,10427.198,9870.217,1107.844
134,10394.294,9895.777,1106.04
134,10374.013,9923.708,1104.393
134,10354.35,9958.065,1101.985
134,10311.888,9990.912,1100.821
134,10301.451,9994.936,1100.879
134,10290.757,9999.059,1100.939
134,10251.204,10014.309,1101.161
135,10217.028,10018.097,1101.654
135,10204.789,10019.453,1101.831
135,10159.3,10013.023,1101.88
135,10131.254,10002.43,1103.568
135,10105.385,9980.407,1105.197
135,10077.2440014487,9960.38429322034,1106.96651897858
135,10056.9575823789,9944.75311502481,1110.07762105793
135,10013.188,9915.902,1112.018
136,10217.028,10018.097,1101.654
136,10251.204,10014.309,1101.161
136,10290.757,9999.059,1100.939
136,10301.451,9994.936,1100.879
136,10311.888,9990.912,1100.821
136,10354.35,9958.065,1101.985
136,10374.013,9923.708,1104.393
136,10394.294,9895.777,1106.04
136,10427.198,9870.217,1107.844
137,10217.028,10018.097,1101.654
137,10207.45,10064.827,1098.972
137,10215.715,10105.632,1096.99
137,10246.501,10168.554,1096.225
137,10273.881,10218.195,1094.656
137,10295.715,10269.046,1093.0
138,10207.45,10064.827,1098.972
138,10202.811,10065.75,1098.851
138,10172.028,10082.856,1097.588
138,10131.961,10121.509,1097.369
138,10105.029,10186.777,1095.817
139,10306.006,10311.198,1093.0
139,10295.715,10269.046,1093.0
139,10273.881,10218.195,1094.656
139,10246.501,10168.554,1096.225
139,10215.715,10105.632,1096.99
140,10096.605,10251.315,1093.257
140,10105.029,10186.777,1095.817
140,10131.961,10121.509,1097.369
140,10172.028,10082.856,1097.588
140,10202.811,10065.75,1098.851
141,9573.241,9838.907,1087.53
141,9599.79,9829.912,1089.238
141,9620.115,9879.066,1088.015
142,9599.79,9829.912,1089.238
142,9593.015,9797.533,1089.677
142,9595.45856345069,9753.75905957348,1092.10787176362
142,9597.57114981933,9725.36806853792,1093.2433901201
143,10643.779,10204.963,1093.0
143,10650.101,10255.666,1093.0
143,10651.99,10270.815,1093.0
144,11623.527,12158.271,1045.113
144,11570.547,12163.486,1047.06
144,11501.275,12162.594,1049.878
144,11448.109,12171.577,1051.79
145,9548.968,11747.059,1057.617
145,9469.284,11743.487,1056.233
145,9375.892,11712.505,1055.252
145,9269.157,11718.343,1054.463
145,9132.20419165737,11715.2587672095,1056.22747968967
145,9020.21928746071,11714.7527447739,1055.20634640596
145,8950.001,11658.95,1054.919
145,8927.147,11542.771,1057.026
146,9548.968,11747.059,1057.617
146,9580.01,11748.45,1058.156
146,9657.618,11782.036,1060.134
146,9728.133,11793.642,1062.392
147,9548.968,11747.059,1057.617
147,9567.862,11716.68,1058.691
147,9586.984,11673.876,1060.068
148,9613.287,11633.783,1061.511
148,9586.984,11673.876,1060.068
148,9567.862,11716.68,1058.691
149,8924.087,11519.591,1057.383
149,8913.178,11436.967,1058.655
149,8904.532,11338.519,1060.689
149,8901.34374307725,11216.5126165398,1063.91606180377
150,8924.087,11519.591,1057.383
150,8927.147,11542.771,1057.026
150,8950.001,11658.95,1054.919
150,9020.21928746071,11714.7527447739,1055.20634640596
150,9132.20419165737,11715.2587672095,1056.22747968967
150,9269.157,11718.343,1054.463
150,9375.892,11712.505,1055.252
150,9469.284,11743.487,1056.233
151,8924.087,11519.591,1057.383
151,8879.03,11529.65,1056.909
151,8837.963,11546.188,1056.315
152,8758.34,11599.559,1056.487
152,8837.963,11546.188,1056.315
152,8879.03,11529.65,1056.909
153,10340.176,9828.003,1105.531
153,10292.765,9820.199,1104.31
153,10216.932,9811.92,1105.51
153,10149.509,9797.116,1109.257
153,10115.053,9785.123,1110.635
153,10067.333,9767.391,1112.827
154,10340.176,9828.003,1105.531
154,10407.129,9839.024,1107.256
155,10340.176,9828.003,1105.531
155,10348.032,9810.464,1106.198
156,10361.647,9792.532,1107.425
156,10348.032,9810.464,1106.198
